4129537,9983,20160712,0.007
6949378,3429,20160706,0.068
2166529,6928,20160727,0.005
2166529,1808,20160727,0.008
6172162,6500,20160708,0.025
4005121,9983,20160706,0.026
4347394,9983,20160716,0.009
3094273,13602,20160727,0.014
5139970,9983,20160729,0.053
3237121,13602,20160703,0.027
6224386,9983,20160716,0.042
6488578,13602,20160712,0.289
4164865,9983,20160703,0.006
4164865,8059,20160706,0.033
5468674,9983,20160713,0.011
6258178,9144,20160706,0.061
3659521,7341,20160727,0.047
3659521,13181,20160717,0.035
3659521,13602,20160718,0.032
7333378,13602,20160704,0.034
7333378,785,20160727,0.075
4454914,2978,20160711,0.058
6817282,8375,20160724,0.014
3149569,10418,20160721,0.016
6301186,1715,20160718,0.048
6301186,4203,20160708,0.022
2891521,13602,20160724,0.041
3422977,13602,20160727,0.053
4771330,13602,20160726,0.013
4513282,11799,20160712,0.037
3439873,13602,20160713,0.024
6632962,13602,20160727,0.04
6632962,10438,20160705,0.01
6912514,9934,20160724,0.1
2821891,10418,20160702,0.078
3872515,10418,20160704,0.119
3872515,2978,20160704,0.043
2699011,13602,20160705,0.296
5406214,3903,20160722,0.014
5406214,2440,20160722,0.017
3359491,10418,20160725,0.013
4147459,5743,20160715,0.018
5427718,4912,20160704,0.078
5427718,662,20160704,0.181
5427718,1528,20160704,0.563
2848003,13602,20160702,0.014
2726659,10842,20160724,0.192
3649795,2978,20160723,0.062
3649795,10418,20160701,0.035
2612995,9983,20160703,0.024
3808003,9983,20160721,0.004
3812611,3992,20160721,0.056
3425539,3992,20160719,0.023
6853126,13181,20160721,0.078
4251142,10609,20160707,0.055
3442435,13602,20160713,0.115
3182851,11986,20160731,0.06
7175686,7774,20160706,0.05
7175686,9983,20160717,0.01
3199747,8059,20160712,0.017
3199747,3429,20160718,0.241
6140422,6480,20160728,0.116
4001029,13602,20160704,0.123
3873541,2978,20160718,0.035
4603402,5482,20160723,0.025
6443530,13602,20160722,0.026
3627781,10418,20160713,0.04
4913674,8059,20160712,0.034
3506437,13602,20160719,0.055
2196229,6614,20160717,0.061
2329861,13849,20160724,0.044
3514117,9967,20160706,0.008
5733898,13183,20160705,0.133
2480389,2978,20160703,0.295
3928837,1904,20160722,0.022
3017989,13602,20160730,0.049
3017989,9983,20160704,0.016
5776906,13602,20160706,0.025
6332938,13602,20160724,0.023
5568010,8596,20160722,0.133
2398981,13602,20160722,0.015
3208453,10418,20160713,0.207
7205386,13602,20160729,0.697
4866574,13602,20160723,0.536
4866574,9983,20160725,0.485
5394958,2601,20160712,0.015
6445582,13602,20160713,0.023
3748615,13602,20160709,0.06
3748615,11184,20160703,0.043
5941774,9983,20160711,0.038
2842375,3429,20160725,0.057
2324743,10418,20160701,0.065
6491662,4654,20160717,0.093
3644167,11463,20160710,0.058
3644167,11463,20160706,0.187
3644167,11463,20160708,0.134
3644167,11463,20160711,0.052
3644167,11463,20160713,0.034
2862343,3004,20160712,0.021
2862343,2070,20160721,0.02
2862343,7821,20160721,0.013
2862343,14,20160731,0.065
4676110,9983,20160727,0.038
3135751,3992,20160724,0.173
4054279,9983,20160729,0.058
4192519,13602,20160723,0.012
2363143,3780,20160703,0.018
2363143,13161,20160703,0.048
2363143,2978,20160724,0.265
2363143,10438,20160729,0.147
3025159,9983,20160703,0.016
