6140422,6480,20160728,0.112
3208969,3985,20160724,0.289
2773771,4727,20160725,0.343
6783514,12154,20160729,0.26
6608410,8012,20160721,0.069
2370319,12429,20160723,0.16
2266897,6749,20160726,0.07
4463170,8012,20160728,0.061
6391366,8012,20160722,0.063
4453966,1499,20160711,0.074
4453966,1499,20160705,0.042
4453966,1499,20160715,0.066
3760939,8446,20160714,0.383
2970925,4727,20160702,0.425
2970925,4727,20160714,0.394
2970925,4727,20160729,0.509
4024111,1895,20160708,0.114
3556147,4491,20160729,0.164
3085111,4727,20160714,0.096
5997166,13398,20160722,0.053
3676471,13398,20160715,0.093
4389490,2902,20160708,0.152
4389490,2902,20160716,0.206
4389490,2902,20160701,0.106
2984761,12429,20160723,0.098
4366966,2902,20160724,0.112
4052293,5516,20160718,0.185
4942486,2902,20160704,0.12
6566554,1635,20160720,0.126
5352106,13027,20160720,0.047
3789145,12782,20160704,0.214
4129627,2111,20160720,0.15
4968118,6581,20160721,0.195
6895294,2902,20160728,0.181
4890310,760,20160727,0.113
2247523,12429,20160707,0.141
7104214,8012,20160719,0.122
5768926,1499,20160704,0.065
5768926,1499,20160716,0.102
5768926,1499,20160709,0.085
7178974,8012,20160729,0.178
3176305,13398,20160713,0.097
2545525,4727,20160703,0.088
3515767,4727,20160721,0.489
2891641,4727,20160704,0.122
2873725,13398,20160728,0.146
3018109,2111,20160702,0.06
2662789,3603,20160709,0.16
6542098,13831,20160712,0.035
2771851,1267,20160703,0.14
4796182,3686,20160714,0.138
3431311,10164,20160720,0.379
3347347,13027,20160720,0.038
2573203,1727,20160718,0.129
5874478,8170,20160709,0.031
4921138,4727,20160730,0.169
4062619,13831,20160716,0.126
5537590,2902,20160729,0.206
6075190,8474,20160721,0.186
7324474,4727,20160719,0.118
4498234,8170,20160722,0.04
4538170,4727,20160731,0.104
2684317,4491,20160714,0.056
2684317,4491,20160726,0.079
6389566,5143,20160727,0.112
6389566,12429,20160727,0.128
2880931,8012,20160725,0.075
3157411,2902,20160703,0.05
2202025,2902,20160721,0.075
3274153,13398,20160706,0.053
4839250,12949,20160719,0.066
2757547,2902,20160731,0.07
5768026,10138,20160722,0.203
5671774,4727,20160704,0.531
6073186,13027,20160721,0.059
2719669,2902,20160716,0.161
3767227,13027,20160712,0.052
6013822,13398,20160731,0.053
3968965,2902,20160728,0.122
6249358,2902,20160703,0.063
6761362,4727,20160712,0.415
6761362,4727,20160715,0.377
7299994,3136,20160729,0.096
3162061,6619,20160715,0.135
3428305,4961,20160709,0.095
2653141,2902,20160718,0.225
2653141,13027,20160718,0.076
3477469,2902,20160729,0.112
3611101,172,20160714,0.215
7301050,8012,20160726,0.114
6923194,13398,20160730,0.153
6923194,13027,20160722,0.058
6923194,6581,20160730,0.223
6923194,13027,20160730,0.114
7301062,13398,20160728,0.104
7187398,3686,20160719,0.071
2695141,5296,20160706,0.412
6868942,4727,20160701,0.076
3464683,4491,20160703,0.2
6715354,13027,20160720,0.062
3719149,6749,20160724,0.169
3870193,2902,20160730,0.128
2593273,12445,20160707,0.112
6326266,4727,20160721,0.54
5646334,13398,20160711,0.068
4548610,12154,20160729,0.1
4051975,6619,20160713,0.111
4051975,2902,20160731,0.197
3264013,8012,20160722,0.104
4982818,13398,20160707,0.095
3615763,4727,20160722,0.107
3615763,4727,20160729,0.168
4188691,13831,20160719,0.079
2567197,4727,20160720,0.076
2567197,5143,20160718,0.075
2832925,4491,20160703,0.144
6899770,4727,20160727,0.128
4921426,4727,20160726,0.214
4921426,5711,20160710,0.176
3395113,4013,20160718,0.154
3157033,10288,20160723,0.033
2180653,313,20160705,0.085
6021214,4727,20160701,0.191
6893662,8170,20160726,0.117
6893662,8170,20160717,0.118
3739699,12429,20160726,0.138
2844727,2902,20160720,0.1
3044407,4727,20160723,0.134
6433906,4727,20160702,0.122
6357106,13398,20160731,0.064
5429374,4727,20160727,0.158
5429374,4727,20160729,0.145
6870142,8012,20160731,0.241
7076998,8012,20160720,0.069
3255877,6619,20160714,0.155
2748487,2902,20160725,0.141
3954247,4727,20160707,0.152
3954247,4727,20160731,0.184
4004425,13398,20160708,0.158
6131866,12429,20160726,0.166
2554957,2902,20160717,0.114
5394598,4727,20160728,0.181
5394598,13027,20160728,0.071
4106323,4727,20160726,0.073
6502570,12429,20160704,0.139
2677333,2805,20160722,0.323
2517595,8170,20160707,0.031
2687071,13398,20160721,0.057
2558047,2902,20160724,0.199
3227233,4727,20160725,0.099
6531274,13027,20160719,0.035
4177513,2902,20160705,0.287
5516506,4727,20160702,0.175
2601583,13398,20160716,0.047
6366430,2902,20160727,0.083
4011121,4727,20160730,0.18
2178673,13027,20160725,0.071
4688098,13398,20160724,0.185
3740275,12429,20160717,0.224
3740275,5143,20160717,0.16
5860582,6619,20160715,0.164
6000874,2902,20160704,0.067
5413102,4727,20160724,0.175
5413102,4727,20160706,0.107
4355314,13398,20160722,0.099
3820153,12679,20160707,0.085
4127353,4727,20160703,0.466
5302522,13027,20160717,0.049
3009667,4727,20160730,0.099
2098819,13831,20160730,0.056
3193993,13027,20160727,0.087
4859158,13831,20160703,0.107
6988054,2902,20160704,0.432
5430550,2902,20160715,0.147
7303450,5370,20160701,0.016
4923682,8474,20160718,0.166
2992279,11967,20160706,0.139
6514990,13027,20160702,0.062
2736793,8012,20160726,0.069
2222233,6619,20160711,0.309
2584219,13027,20160728,0.07
2354845,8012,20160728,0.217
5947714,4727,20160701,0.127
3541153,2902,20160726,0.237
3541153,2902,20160720,0.186
2849449,4727,20160701,0.151
2849449,4727,20160708,0.242
3182761,8012,20160727,0.21
3653803,13027,20160726,0.072
3430063,2111,20160707,0.129
3430063,13027,20160715,0.047
4113583,6619,20160713,0.06
6438250,4727,20160709,0.227
6438250,4727,20160729,0.234
6438250,4727,20160710,0.155
3220153,4727,20160727,0.115
3220153,13831,20160723,0.077
5722486,4727,20160730,0.214
6960514,8012,20160724,0.303
5329282,4625,20160705,0.043
3446983,4727,20160702,0.107
5422486,2902,20160725,0.155
2740939,4727,20160725,0.615
3135181,2111,20160716,0.233
4130005,12429,20160731,0.105
5641642,5370,20160718,0.088
3886297,6619,20160711,0.145
4395442,5143,20160729,0.084
3343579,2902,20160712,0.083
2945245,8012,20160718,0.069
4135135,13027,20160731,0.082
4135135,13027,20160728,0.092
2947297,4727,20160707,0.088
6181318,2902,20160703,0.046
3458791,4727,20160724,0.162
3458791,4727,20160705,0.086
6925774,8012,20160730,0.291
6703570,2902,20160728,0.123
2591467,1002,20160723,0.853
4965850,13398,20160711,0.125
3963631,4727,20160702,0.169
3212017,2902,20160721,0.364
3212017,2902,20160705,0.121
2108149,4013,20160731,0.147
3672823,10775,20160702,0.076
6322678,12429,20160713,0.226
2142973,6619,20160712,0.469
2142973,6619,20160713,0.336
6271503,13027,20160714,0.047
7182867,4727,20160725,0.444
7182867,4727,20160718,0.37
4350543,2902,20160712,0.37
6393435,10352,20160711,0.287
7196271,4727,20160704,0.105
7196271,4727,20160725,0.175
4215411,4727,20160722,0.096
7022199,2902,20160728,0.149
5042811,12429,20160704,0.126
4428423,4727,20160728,0.082
5785227,13027,20160716,0.037
5230227,2902,20160709,0.564
4348575,4727,20160708,0.194
4348575,4727,20160701,0.159
5118639,1714,20160714,0.243
4652739,8762,20160708,0.383
4517607,2676,20160709,0.202
4506387,13027,20160714,0.037
5870355,4727,20160701,0.069
7147287,4727,20160715,0.118
6810399,2111,20160717,0.213
6443811,2902,20160707,0.095
4441911,13398,20160726,0.116
4441911,13398,20160730,0.161
7093047,12429,20160719,0.143
5134155,8012,20160717,0.178
5660499,4727,20160711,0.229
5660499,4727,20160702,0.18
5660499,4727,20160708,0.368
5660499,4727,20160717,0.332
6796131,13027,20160712,0.06
4802403,4727,20160717,0.123
5798763,13398,20160718,0.202
5111667,13027,20160725,0.049
5336967,2111,20160701,0.166
6154119,4727,20160704,0.09
6907803,1064,20160707,0.291
5647275,4727,20160716,0.365
5647275,4727,20160726,0.494
5951403,4727,20160729,0.163
5951403,4727,20160725,0.165
5718975,13027,20160707,0.092
4414407,13831,20160729,0.071
4477899,13027,20160718,0.055
4467675,13398,20160727,0.05
6135783,8012,20160725,0.063
6817779,13100,20160724,0.232
6087675,4727,20160727,0.308
6087675,4727,20160731,0.311
6087675,4727,20160720,0.216
5502987,8170,20160726,0.031
4749327,4491,20160718,0.166
6707223,4727,20160718,0.116
5646399,4561,20160721,0.761
6678603,8012,20160721,0.06
7131243,8012,20160726,0.176
6884463,8012,20160724,0.542
6884463,8012,20160717,0.538
6884463,8012,20160731,0.572
6209667,3686,20160718,0.163
6209667,8012,20160718,0.161
6273159,4727,20160730,0.075
6273159,2111,20160706,0.113
6310023,7026,20160722,0.178
7079055,2902,20160725,0.141
6314139,8012,20160719,0.095
6314139,8012,20160727,0.172
5837991,4635,20160705,0.14
5896359,2902,20160720,0.157
4601103,4491,20160726,0.105
6011151,13398,20160714,0.109
4418835,8012,20160723,0.06
6555927,2902,20160703,0.06
5835039,4727,20160706,0.137
7030059,4727,20160711,0.232
4889907,4727,20160703,0.147
4889907,2111,20160703,0.104
5020995,11866,20160710,0.06
5110083,4727,20160705,0.126
4219215,2902,20160709,0.063
5818707,13027,20160714,0.041
5487975,8170,20160707,0.178
5487975,8170,20160715,0.312
5487975,8170,20160718,0.195
6739311,12429,20160713,0.139
5457267,4727,20160703,0.241
6375807,4727,20160717,0.387
6437283,4727,20160728,0.076
6756795,3913,20160718,0.213
7239111,8012,20160728,0.05
6135255,1722,20160712,0.225
4233699,8012,20160729,0.117
969536,2902,20160701,0.059
14321,4727,20160712,0.143
14321,2111,20160716,0.181
14321,2111,20160712,0.163
14321,2111,20160730,0.254
2133760,2111,20160713,0.12
5363200,2902,20160730,0.186
1628289,2902,20160725,0.212
1880451,12429,20160716,0.188
5516812,4727,20160701,0.195
1089924,10775,20160705,0.092
1037762,8012,20160717,0.114
511841,13398,20160729,0.1
4594204,3686,20160731,0.078
5752348,3686,20160704,0.105
5752348,3686,20160709,0.12
2231566,8012,20160723,0.154
1492104,13398,20160711,0.059
3882772,6480,20160717,0.165
5900848,8012,20160719,0.058
6982192,2902,20160725,0.058
347747,4727,20160720,0.217
347747,4727,20160705,0.122
347747,4727,20160714,0.191
1413261,4727,20160702,0.071
1490829,3272,20160712,0.115
2251546,13398,20160703,0.112
2251546,13398,20160711,0.319
1985421,2902,20160709,0.273
1985421,7283,20160709,0.294
2266906,8012,20160728,0.107
1212045,4727,20160711,0.623
1212045,4727,20160723,0.606
1212045,4727,20160705,0.594
1479822,12429,20160720,0.135
7041592,5867,20160723,0.12
4771384,8012,20160716,0.097
168882,4727,20160712,0.101
113209,6619,20160717,0.314
113209,6619,20160715,0.275
113209,6619,20160718,0.231
1851024,2902,20160712,0.205
3743524,4727,20160705,0.088
1008329,4635,20160701,0.144
3389734,13027,20160717,0.034
1783443,4727,20160713,0.09
365285,6480,20160718,0.19
365285,6480,20160723,0.191
365285,3686,20160718,0.198
1063065,3868,20160704,0.257
6550120,4727,20160731,0.106
642254,13027,20160715,0.064
840014,2902,20160724,0.15
462695,2902,20160702,0.057
3264316,13027,20160714,0.049
2692414,2902,20160701,0.064
4891264,2902,20160730,0.185
5948032,12429,20160728,0.114
1230240,3686,20160713,0.325
65389,13398,20160723,0.145
163284,8170,20160718,0.245
588368,4727,20160705,0.115
588368,4727,20160726,0.205
295208,4727,20160725,0.152
1167777,1279,20160705,0.027
7242376,2111,20160721,0.087
6824584,4727,20160718,0.085
1018193,8012,20160729,0.072
1018193,13027,20160725,0.045
2917702,8012,20160721,0.136
1335459,1145,20160705,0.052
1286052,4727,20160710,0.121
343913,13027,20160720,0.045
6213268,13027,20160730,0.048
612947,8012,20160725,0.133
3260236,4727,20160718,0.179
3260236,4727,20160720,0.173
1285287,9907,20160720,0.034
500906,12429,20160724,0.103
4757152,12429,20160720,0.253
780245,8012,20160723,0.066
919637,4727,20160713,0.521
919637,4727,20160709,0.569
571733,2111,20160723,0.56
571733,2111,20160715,0.553
571733,2111,20160727,0.537
2604886,4727,20160731,0.105
305771,4727,20160715,0.076
718934,1145,20160719,0.239
2715484,1356,20160710,0.187
2715484,1356,20160728,0.215
3804508,13027,20160723,0.071
1385646,3985,20160711,0.135
3655006,10273,20160705,0.108
1739184,2902,20160725,0.149
6275776,7264,20160702,0.299
4061536,8012,20160729,0.166
4061536,4013,20160729,0.107
431660,4727,20160711,0.112
120667,13398,20160711,0.108
2643298,2902,20160719,0.224
4256452,6480,20160724,0.175
1878195,2902,20160711,0.176
1878195,2902,20160715,0.199
5987020,2902,20160703,0.142
5863120,8012,20160731,0.06
839003,2902,20160703,0.126
386606,4727,20160717,0.11
3956080,4727,20160710,0.084
735452,6749,20160725,0.139
3937138,13027,20160722,0.064
3050866,5867,20160707,0.428
3001204,8012,20160720,0.053
6833896,4635,20160702,0.093
467375,10193,20160717,0.081
2207098,2902,20160716,0.045
2045373,4727,20160711,0.08
1443774,12429,20160715,0.118
6776572,4727,20160708,0.084
2079936,4727,20160723,0.076
2723200,12429,20160718,0.143
3529600,12679,20160703,0.839
3529600,8648,20160714,0.839
2237314,7824,20160714,0.086
1256385,3380,20160709,0.283
1709250,2902,20160711,0.168
3082630,11759,20160727,0.148
516785,2902,20160705,0.207
2186122,5711,20160718,0.067
3640714,4491,20160709,0.105
6592276,2111,20160724,0.148
5824276,8170,20160717,0.085
5824276,8170,20160731,0.136
2212750,4727,20160726,0.151
2212750,4727,20160713,0.095
181593,13027,20160726,0.076
181593,13027,20160711,0.052
3970960,13027,20160721,0.08
1434825,313,20160702,0.226
6572836,12429,20160722,0.235
1914057,4595,20160729,0.011
836453,2111,20160704,0.227
3619732,8170,20160713,0.159
5368624,12700,20160723,0.32
1436622,4727,20160705,0.108
3781534,8012,20160728,0.09
2396062,13398,20160711,0.047
3868576,13027,20160716,0.083
550376,7026,20160728,0.23
422708,13831,20160701,0.056
2396578,8012,20160708,0.05
3061156,4727,20160712,0.238
3061156,4727,20160704,0.122
3608998,3868,20160716,0.129
1561299,4727,20160708,0.081
882794,8012,20160725,0.183
882794,3686,20160725,0.152
4382548,13831,20160713,0.056
6603604,13027,20160726,0.057
609899,8474,20160706,0.136
1306326,6480,20160714,0.111
6795100,12695,20160706,0.279
2289070,4727,20160703,0.091
2579890,13398,20160726,0.067
1959897,5143,20160714,0.072
1959897,5143,20160717,0.075
882797,13398,20160720,0.066
1060314,8012,20160722,0.05
2633656,2111,20160711,0.189
761966,2902,20160724,0.202
2245564,4727,20160717,0.522
2245564,4727,20160710,0.422
1914846,12429,20160717,0.179
40375,4491,20160702,0.403
3156928,5370,20160712,0.091
923888,8012,20160729,0.081
792944,12429,20160727,0.105
