4129537,9983,20160712,0.006
6949378,3429,20160706,0.19
2166529,6928,20160727,0.006
2166529,1808,20160727,0.014
6172162,6500,20160708,0.066
4005121,9983,20160706,0.031
4347394,9983,20160716,0.021
3094273,13602,20160727,0.022
5139970,9983,20160729,0.011
3237121,13602,20160703,0.022
6224386,9983,20160716,0.008
6488578,13602,20160712,0.606
4164865,9983,20160703,0.005
4164865,8059,20160706,0.05
5468674,9983,20160713,0.027
6258178,9144,20160706,0.2
3659521,7341,20160727,0.039
3659521,13181,20160717,0.083
3659521,13602,20160718,0.041
7333378,13602,20160704,0.041
7333378,785,20160727,0.202
4454914,2978,20160711,0.186
6817282,8375,20160724,0.031
3149569,10418,20160721,0.035
6301186,1715,20160718,0.148
6301186,4203,20160708,0.027
2891521,13602,20160724,0.041
3422977,13602,20160727,0.031
4771330,13602,20160726,0.015
4513282,11799,20160712,0.021
3439873,13602,20160713,0.04
6632962,13602,20160727,0.03
6632962,10438,20160705,0.015
6912514,9934,20160724,0.377
2821891,10418,20160702,0.035
3872515,10418,20160704,0.037
3872515,2978,20160704,0.14
2699011,13602,20160705,0.482
5406214,3903,20160722,0.043
5406214,2440,20160722,0.043
3359491,10418,20160725,0.021
4147459,5743,20160715,0.111
5427718,4912,20160704,0.133
5427718,662,20160704,0.263
5427718,1528,20160704,0.229
2848003,13602,20160702,0.023
2726659,10842,20160724,0.6
3649795,2978,20160723,0.134
3649795,10418,20160701,0.035
2612995,9983,20160703,0.006
3808003,9983,20160721,0.005
3812611,3992,20160721,0.126
3425539,3992,20160719,0.075
6853126,13181,20160721,0.162
4251142,10609,20160707,0.075
3442435,13602,20160713,0.038
3182851,11986,20160731,0.038
7175686,7774,20160706,0.129
7175686,9983,20160717,0.011
3199747,8059,20160712,0.031
3199747,3429,20160718,0.072
6140422,6480,20160728,0.092
4001029,13602,20160704,0.023
3873541,2978,20160718,0.126
4603402,5482,20160723,0.082
6443530,13602,20160722,0.041
3627781,10418,20160713,0.036
4913674,8059,20160712,0.056
3506437,13602,20160719,0.083
2196229,6614,20160717,0.108
2329861,13849,20160724,0.131
3514117,9967,20160706,0.019
5733898,13183,20160705,0.458
2480389,2978,20160703,0.634
3928837,1904,20160722,0.092
3017989,13602,20160730,0.02
3017989,9983,20160704,0.017
5776906,13602,20160706,0.037
6332938,13602,20160724,0.041
5568010,8596,20160722,0.202
2398981,13602,20160722,0.023
3208453,10418,20160713,0.012
7205386,13602,20160729,0.045
4866574,13602,20160723,0.03
4866574,9983,20160725,0.014
5394958,2601,20160712,0.045
6445582,13602,20160713,0.037
3748615,13602,20160709,0.037
3748615,11184,20160703,0.073
5941774,9983,20160711,0.022
2842375,3429,20160725,0.162
2324743,10418,20160701,0.035
6491662,4654,20160717,0.22
3644167,11463,20160710,0.065
3644167,11463,20160706,0.065
3644167,11463,20160708,0.065
3644167,11463,20160711,0.065
3644167,11463,20160713,0.065
2862343,3004,20160712,0.054
2862343,2070,20160721,0.054
2862343,7821,20160721,0.033
2862343,14,20160731,0.114
4676110,9983,20160727,0.002
3135751,3992,20160724,0.099
4054279,9983,20160729,0.021
4192519,13602,20160723,0.019
2363143,3780,20160703,0.015
2363143,13161,20160703,0.029
2363143,2978,20160724,0.126
2363143,10438,20160729,0.015
3025159,9983,20160703,0.017
3025159,10438,20160701,0.015
3025159,13602,20160725,0.013
6574606,8059,20160729,0.04
2771719,13602,20160728,0.023
2513671,9983,20160723,0.03
7136782,13602,20160714,0.175
3568903,8596,20160722,0.167
5047822,13602,20160722,0.041
3704071,10110,20160716,0.232
3704071,10110,20160707,0.232
3183367,4132,20160723,0.03
4276750,13602,20160726,0.031
6402574,9983,20160704,0.021
6402574,10418,20160706,0.037
6408718,13602,20160724,0.037
4587022,8059,20160717,0.07
4587022,9983,20160717,0.036
3212041,13602,20160715,0.041
5903890,13602,20160724,0.031
4598290,1904,20160709,0.107
3093769,8306,20160728,0.038
3093769,8059,20160728,0.05
3093769,9983,20160716,0.015
4370962,8059,20160722,0.055
6208018,2920,20160729,0.107
2189065,2096,20160715,0.084
4029193,13602,20160703,0.038
3119881,493,20160721,0.045
3910921,9983,20160712,0.003
3910921,13602,20160711,0.037
6773266,2096,20160717,0.218
4948498,2978,20160725,0.134
2347273,13602,20160725,0.026
4190473,10284,20160720,0.177
3536137,13602,20160728,0.04
2358025,13602,20160703,0.01
3930889,10438,20160729,0.013
3930889,13602,20160704,0.01
3930889,2893,20160724,0.072
3930889,2893,20160726,0.072
4066057,5702,20160716,0.048
4066057,13602,20160724,0.058
4066057,5702,20160723,0.048
4066057,5702,20160709,0.048
4070665,10418,20160715,0.035
3024649,3992,20160709,0.075
6862354,13602,20160731,0.031
6078994,10438,20160716,0.014
3310345,10438,20160731,0.016
6112786,13602,20160714,0.023
2930953,2978,20160724,0.134
6939154,10418,20160727,0.024
6939154,2978,20160727,0.105
3208969,3985,20160724,0.421
3208969,11876,20160724,0.308
2296075,13602,20160728,0.012
2173195,2601,20160703,0.027
5948950,10418,20160720,0.036
2723083,4277,20160724,0.029
4177675,9983,20160721,0.239
4177675,13602,20160719,0.017
6790678,13602,20160723,0.023
3531019,8059,20160717,0.032
7343638,8059,20160704,0.057
3021067,13320,20160722,0.121
2773771,4727,20160725,0.593
4286998,13602,20160711,0.037
6385174,9983,20160712,0.004
2933515,9983,20160703,0.017
2933515,13602,20160702,0.009
6925846,13602,20160714,0.023
6925846,9983,20160721,0.004
5617174,5785,20160725,0.071
6667798,9983,20160710,0.017
6667798,8499,20160725,0.363
6667798,13602,20160704,0.492
5887510,3093,20160704,0.192
5887510,8215,20160704,0.141
5887510,9002,20160704,0.121
3469579,2978,20160711,0.105
5368342,13602,20160727,0.333
6157846,13602,20160722,0.009
6427162,1904,20160708,0.075
6427162,11894,20160708,0.078
7228954,9983,20160714,0.014
6728218,3992,20160707,0.066
6992410,1971,20160706,0.101
6992410,1971,20160701,0.101
6992410,1971,20160708,0.101
6992410,1971,20160705,0.101
6992410,1971,20160711,0.101
3909901,9983,20160726,0.018
6783514,13602,20160729,0.019
6783514,9983,20160731,0.016
6783514,12154,20160729,0.242
4694554,10418,20160711,0.021
4694554,13602,20160721,0.01
4694554,2978,20160710,0.056
4694554,10438,20160703,0.015
5238298,11799,20160729,0.021
2886925,2978,20160722,0.369
2891533,13602,20160731,0.023
2635021,1808,20160730,0.019
2635021,6928,20160730,0.007
5275162,2601,20160707,0.03
2247949,13602,20160707,0.011
2247949,1589,20160710,0.267
2247949,1589,20160721,0.267
2247949,9983,20160730,0.008
6335002,9793,20160714,0.304
6599194,3429,20160710,0.101
6608410,8012,20160721,0.111
3048205,10438,20160712,0.014
3048205,10418,20160701,0.024
3837709,9983,20160720,0.002
2800909,13602,20160727,0.026
5880346,13602,20160721,0.015
5880346,8901,20160703,0.27
6153754,8059,20160724,0.031
5393950,13602,20160720,0.037
6976030,9718,20160702,0.154
2846479,10438,20160711,0.015
6223390,9983,20160710,0.015
3639055,9983,20160701,0.017
2872591,13602,20160713,0.038
3531535,8059,20160702,0.047
3531535,10418,20160704,0.039
3531535,9983,20160702,0.012
3531535,3429,20160704,0.112
5510686,8059,20160712,0.036
5510686,3429,20160704,0.169
3937039,10990,20160710,0.101
6039070,8059,20160715,0.062
6039070,13803,20160707,0.042
6039070,9983,20160726,0.019
6039070,13602,20160726,0.019
6039070,3429,20160716,0.109
3675919,2601,20160708,0.038
4472350,9983,20160728,0.008
2107663,13602,20160728,0.037
2370319,12429,20160723,0.106
2370319,10418,20160711,0.012
2765071,2978,20160721,0.175
2765071,13602,20160714,0.019
3557647,13602,20160704,0.014
3557647,10438,20160712,0.014
2772751,13602,20160713,0.027
2772751,9983,20160714,0.005
3428623,10438,20160706,0.012
3428623,10418,20160704,0.034
3428623,3429,20160705,0.154
3428623,13602,20160724,0.008
3428623,2978,20160724,0.128
3298063,2978,20160731,0.082
3298063,10438,20160721,0.015
6893086,13602,20160727,0.04
2817295,13602,20160720,0.027
2953489,9983,20160704,0.009
5180962,13602,20160723,0.038
3647761,9983,20160724,0.021
4938274,3594,20160703,0.05
3913489,13602,20160704,0.622
3133201,13602,20160711,0.038
3019537,13602,20160703,0.023
6308386,13602,20160706,0.015
6308386,10438,20160706,0.016
2369809,13602,20160723,0.012
2764561,10418,20160704,0.07
2764561,13602,20160712,0.022
2764561,10438,20160710,0.018
2764561,2978,20160703,0.555
7128610,9983,20160716,0.019
2127121,13602,20160723,0.027
2266897,2978,20160707,0.139
2266897,13602,20160703,0.04
2266897,3429,20160706,0.164
2266897,6749,20160726,0.07
3845905,5743,20160724,0.206
6913570,5840,20160723,0.004
3326737,2978,20160721,0.135
2680081,13602,20160704,0.529
2680081,8780,20160717,0.369
2680081,8780,20160722,0.369
5371426,13602,20160706,0.037
2819347,13602,20160728,0.013
4144915,13602,20160717,0.025
4144915,11799,20160717,0.032
3624211,11512,20160724,0.064
3624211,11512,20160715,0.064
3628819,12559,20160721,0.179
3628819,13602,20160703,0.037
2843923,13602,20160710,0.635
3636499,10418,20160711,0.017
2588947,2623,20160702,0.189
3383059,1904,20160718,0.141
2870035,10418,20160701,0.022
2870035,2978,20160701,0.067
2870035,10438,20160724,0.013
2870035,13602,20160711,0.011
